"STATION","NAME","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-24",,,,"0.00","0.0","0.0","71","41","42",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-25",,,,"0.00","0.0","0.0","79","42","48",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-26",,,,"0.00","0.0","0.0","77","45","46",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-27",,,,"0.10","0.0","0.0","69","46","50",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-28",,,,"0.01","0.0","0.0","62","40",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-29",,,,"0.00","0.0","0.0","77","41",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-30",,,,"0.00","0.0","0.0","78","45",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-05-31",,,,"0.01","0.0","0.0","85","45","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-01",,,,"0.72","0.0","0.0","72","45","46",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-02",,,,"0.01","0.0","0.0","79","46","50",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-03",,,,"0.00","0.0","0.0","86","50","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-04",,,,"0.00","0.0","0.0","82","60",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-05",,,,"0.00","0.0","0.0","80","59",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-06",,,,"0.00","0.0","0.0","88","52","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-07",,,,"0.45","0.0","0.0","89","51","54",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-08",,,,"0.00","0.0","0.0","83","53","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-09",,,,"0.00","0.0","0.0","87","54","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-10",,,,"0.01","0.0","0.0","94","56","62",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-11",,,,"0.00","0.0","0.0","99","61",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-12",,,,"0.23","0.0","0.0","94","59",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-13",,,,"0.00","0.0","0.0","87","55","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-14",,,,"0.62","0.0","0.0","80","47","51",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-15",,,,"0.00","0.0","0.0","86","51","53",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-16",,,,"0.00","0.0","0.0","95","53","58",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-17",,,,"0.00","0.0","0.0","98","58","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-18",,,,"0.00","0.0","0.0","89","57",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-19",,,,"0.00","0.0","0.0","94","64",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-20",,,,"0.00","0.0","0.0","102","63","64",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-21",,,,"0.00","0.0","0.0","79","58","59",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-22",,,,"0.00","0.0","0.0","104","59","70",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-23",,,,"0.00","0.0","0.0","82","63","65",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-24",,,,"0.00","0.0","0.0","95","62","66",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-25",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-26",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-27",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-28",,,,"0.00","0.0","0.0","96","62","64",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-29",,,,"1.15","0.0","0.0","96","52","55",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-06-30",,,,"0.00","0.0","0.0","92","55","58",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-01",,,,"0.19","0.0","0.0","81","56","57",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-02",,,,"0.15","0.0","0.0","79","57",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-03",,,,"0.05","0.0","0.0","80","55",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-04",,,,"0.00","0.0","0.0","89","58",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-05",,,,"0.00","0.0","0.0","95","59","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-06",,,,"0.00","0.0","0.0","94","55","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-07",,,,"0.00","0.0","0.0","99","56","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-08",,,,"0.00","0.0","0.0","92","60","63",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-09",,,,"0.00","0.0","0.0","99","56",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-10",,,,"0.00","0.0","0.0","104","64",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-11",,,,"0.00","0.0","0.0","100","64","65",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-12",,,,"0.00","0.0","0.0","93","58","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-13",,,,"0.00","0.0","0.0","95","57","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-14",,,,"0.00","0.0","0.0","94","59","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-15",,,,"0.00","0.0","0.0","90","59","65",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-16",,,,"0.00","0.0","0.0","93","62",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-17",,,,"0.00","0.0","0.0","99","63",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-18",,,,"0.00","0.0","0.0","90","57","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-19",,,,"0.05","0.0","0.0","98","60","66",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-20",,,,"0.34","0.0","0.0","100","59","60",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-21",,,,"0.00","0.0","0.0","95","60","62",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-22",,,,"0.00","0.0","0.0","99","62","68",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-23",,,,"0.00","0.0","0.0","99","60",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-24",,,,"0.05","0.0","0.0","101","60",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-25",,,,"0.00","0.0","0.0","95","56","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-26",,,,"0.00","0.0","0.0","99","56","62",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-27",,,,"0.00","0.0","0.0","96","60","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-28",,,,"0.00","0.0","0.0","96","58","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-29",,,,"0.00","0.0","0.0","89","61","63",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-30",,,,"0.00","0.0","0.0","90","58",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-07-31",,,,"0.00","0.0","0.0","95","59",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-01",,,,"0.00","0.0","0.0","97","58","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-02",,,,"0.00","0.0","0.0","100","60","62",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-03",,,,"0.11","0.0","0.0","97","59","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-04",,,,"0.00","0.0","0.0","101","60","65",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-05",,,,"0.00","0.0","0.0","79","61","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-06",,,,"0.00","0.0","0.0","77","61",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-07",,,,"0.00","0.0","0.0","86","59",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-08",,,,"0.00","0.0","0.0","90","59",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-09",,,,"0.00","0.0","0.0","93","58","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-10",,,,"0.09","0.0","0.0","100","59","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-11",,,,"0.01","0.0","0.0","96","59","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-12",,,,"0.08","0.0","0.0","93","53","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-13",,,,"0.00","0.0","0.0","88","54",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-14",,,,"0.00","0.0","0.0","94","57",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-15",,,,"0.00","0.0","0.0","87","55","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-16",,,,"0.00","0.0","0.0","95","55","55",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-17",,,,"0.04","0.0","0.0","95","55","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-18",,,,"0.00","0.0","0.0","93","55","57",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-19",,,,"0.00","0.0","0.0","92","54","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-20",,,,"0.00","0.0","0.0","76","40",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-21",,,,"0.00","0.0","0.0","91","51",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-22",,,,"0.05","0.0","0.0","94","51","51",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-23",,,,"0.00","0.0","0.0","98","48","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-24",,,,"0.00","0.0","0.0","89","51","60",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-25",,,,"0.31","0.0","0.0","69","45","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-26",,,,"0.00","0.0","0.0","73","49","51",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-27",,,,"0.02","0.0","0.0","81","46",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-28",,,,"0.00","0.0","0.0","92","48",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-29",,,,"0.00","0.0","0.0","86","60","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-30",,,,"0.15","0.0","0.0","88","51","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-08-31",,,,"0.46","0.0","0.0","87","51","51",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-01",,,,"0.01","0.0","0.0","83","51","55",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-02",,,,"0.00","0.0","0.0","92","54","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-03",,,,"0.00","0.0","0.0","87","56",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-04",,,,"0.00","0.0","0.0","87","54",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-05",,,,"0.00","0.0","0.0","87","49",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-06",,,,"0.00","0.0","0.0","95","59","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-07",,,,"0.00","0.0","0.0","80","56","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-08",,,,"0.00","0.0","0.0","90","49","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-09",,,,"0.00","0.0","0.0","92","49","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-10",,,,"0.00","0.0","0.0","76","41","41",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-11",,,,"0.00","0.0","0.0","85","40","47",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-12",,,,"0.00","0.0","0.0","95","47","57",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-13",,,,"0.01","0.0","0.0","77","47","47",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-14",,,,"0.01","0.0","0.0","67","45","46",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-15",,,,"0.00","0.0","0.0","83","46","46",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-16",,,,"0.00","0.0","0.0","81","43","44",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-17",,,,"0.06","0.0","0.0","72","44",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-18",,,,"0.00","0.0","0.0","79","48",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-19",,,,"0.00","0.0","0.0","93","48","51",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-20",,,,"0.00","0.0","0.0","94","51","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-21",,,,"0.00","0.0","0.0","92","54","61",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-22",,,,"0.00","0.0","0.0","87","52","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-23",,,,"0.00","0.0","0.0","80","52","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-27",,,,"0.00","0.0","0.0","82","41","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-28",,,,"0.00","0.0","0.0","86","44","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-29",,,,"0.00","0.0","0.0","86","47","48",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-09-30",,,,"0.00","0.0","0.0","86","46","55",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-01",,,,"0.00","0.0","0.0","73","47",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-02",,,,"0.00","0.0","0.0","85","46",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-03",,,,"0.00","0.0","0.0","80","48","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-04",,,,"0.00","0.0","0.0","83","41","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-05",,,,"0.00","0.0","0.0","66","33","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-06",,,,"0.07","0.0","0.0","69","34","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-07",,,,"0.27","0.0","0.0","58","30","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-08",,,,"0.00","0.0","0.0","68","31",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-09",,,,"0.00","0.0","0.0","79","35",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-10",,,,"0.00","0.0","0.0","74","41","43",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-11",,,,"0.00","0.0","0.0","84","43","55",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-12",,,,"0.10","0.0","0.0","82","33","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-13",,,,"0.01","0.0","0.0","49","34","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-14",,,,"0.00","0.0","0.0","81","37","42",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-15",,,,"0.00","0.0","0.0","82","42",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-16",,,,"0.00","0.0","0.0","83","48",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-17",,,,"0.00","0.0","0.0","89","39","39",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-18",,,,"0.00","0.0","0.0","81","36","36",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-19",,,,"0.00","0.0","0.0","68","34","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-20",,,,"0.00","0.0","0.0","63","28","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-21",,,,"0.00","0.0","0.0","66","30","36",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-22",,,,"0.00","0.0","0.0","79","36",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-23",,,,"0.00","0.0","0.0","84","40",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-24",,,,"0.00","0.0","0.0","71","37","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-25",,,,"0.00","0.0","0.0","83","37","47",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-26",,,,"0.00","0.0","0.0","76","39","40",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-27",,,,"0.00","0.0","0.0","78","36","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-28",,,,"0.00","0.0","0.0","86","38","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-29",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-30",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-10-31",,,,"0.00","0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-01",,,,"0.00","0.0","0.0","82","44","47",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-02",,,,"0.00","0.0","0.0","70","44","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-03",,,,"0.00","0.0","0.0","65","37","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-04",,,,"0.00","0.0","0.0","74","35","35",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-05",,,,"0.00","0.0","0.0","76","31",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-06",,,,"0.00","0.0","0.0","67","37",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-07",,,,"0.00","0.0","0.0","68","36","36",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-08",,,,"0.00","0.0","0.0","67","29","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-09",,,,"0.00","0.0","0.0","69","29","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-10",,,,"0.00","0.0","0.0","77","30","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-11",,,,"0.00","0.0","0.0","69","30",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-12",,,,"0.00","0.0","0.0","62","32",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-13",,,,"0.00","0.0","0.0","75","33",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-14",,,,"0.00","0.0","0.0","66","34","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-15",,,,"0.00","0.0","0.0","74","34","40",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-16",,,,"0.00","0.0","0.0","80","40","48",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-17",,,,"0.00","0.0","0.0","84","33","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-18",,,,"0.17","0.5","1.0","40","18","18",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-19",,,,"0.00","0.0","0.0","48","16",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-20",,,,"0.00","0.0","0.0","56","23",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-21",,,,"0.00","0.0","0.0","71","34","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-22",,,,"0.16","0.0","0.0","68","33","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-23",,,,"0.01","0.0","0.0","45","22","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-24",,,,"0.00","0.0","0.0","51","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-25",,,,"0.00","0.0","0.0","49","17",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-26",,,,"0.00","0.0","0.0","66","23",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-27",,,,"0.00","0.0","0.0","61","25",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-28",,,,"0.00","0.0","0.0","52","27","27",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-29",,,,"0.00","0.0","0.0","46","19","21",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-11-30",,,,"0.00","0.0","0.0","44","16","17",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-01",,,,"0.00","0.0","0.0","45","15",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-02",,,,"0.00","0.0","0.0","46","17","17",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-03",,,,"0.00","0.0","0.0","35","17","23",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-04",,,,"0.00","0.0","0.0","42","12","13",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-05",,,,"0.00","0.0","0.0","58","13","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-06",,,,"0.00","0.0","0.0","55","9","10",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-07",,,,"0.05","1.0","1.0","30","10","14",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-08",,,,"0.00","0.0","1.0","18","-2","-2",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-09",,,,"0.00","0.0","1.0","17","-2","-2",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-10",,,,"0.00","0.0","0.0","53","-2","9",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-11",,,,"0.08","0.9","1.0","64","9","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-12",,,,"0.00","0.0","0.0","43","18","18",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-13",,,,"0.00","0.0","0.0","48","16","16",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-14",,,,"0.00","0.0","0.0","50","13","13",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-15",,,,"0.00","0.0","0.0","30","10","13",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-16",,,,"0.00","0.0","0.0","67","13","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-17",,,,"0.59","6.5","6.0","40","-1","-1",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-18",,,,"0.00","0.0","6.0","8","-11","-1",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-19",,,,"0.00","0.0","4.0","28","-1","5",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-20",,,,"0.00","0.0","3.0","51","5","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-21",,,,"0.00","0.0","1.0","61","28","28",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-22",,,,"0.00","0.0","1.0","43","26","26",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-23",,,,"0.00","0.0","0.0","42","21","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-24",,,,"0.00","0.0","0.0","59","22","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-25",,,,"0.00","0.0","0.0","53","25","30",,,,,,"    1"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-26",,,,"0.00","0.0","0.0","43","28","28",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-27",,,,"0.00","0.0","0.0","43","13","14",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-28",,,,"0.00","0.0","0.0","53","14","44",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-29",,,,"0.00","0.0","0.0","54","16","16",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-30",,,,"0.00","0.0","0.0","48","16","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2016-12-31",,,,"0.00","0.0","0.0","68","23","23",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2017-01-01",,,,"0.00","0.0","0.0","42","19","19",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2017-01-02",,,,"0.00","0.0","0.0","47","19","20",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2017-01-03",,,,"0.00","0.0","0.0","53","10","11",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2017-01-04",,,,"0.00","0.0","0.0","33","7","7",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2017-01-05",,,,"0.26","3.6","4.0","16","-1","-1",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2017-01-06",,,,"0.00","0.5","4.0","11","-15","0",,,,,,
