"STATION","NAME","DATE","DAPR","MDPR","MDSF","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-02",,,,"0.00","0.0","0.0","90","51","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-03",,,,"0.00","0.0","0.0","73","44","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-04",,,,"0.00","0.0","0.0","81","43",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-05",,,,"0.00","0.0","0.0","94","53",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-06",,,,"0.00","0.0","0.0","98","55",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-07",,,,"0.00","0.0","0.0","80","43","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-08",,,,"0.00","0.0","0.0","87","45","62",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-09",,,,"0.00","0.0","0.0","89","55","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-10",,,,"0.00","0.0","0.0","91","50","51",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-11",,,,"0.00","0.0","0.0","79","51",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-12",,,,"0.00","0.0","0.0","84","42",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-13",,,,"0.00","0.0","0.0","88","46","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-14",,,,"0.00","0.0","0.0","92","52","53",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-15",,,,"0.00","0.0","0.0","95","53","53",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-16",,,,"0.00","0.0","0.0","88","51","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-17",,,,"0.00","0.0","0.0","90","51","53",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-18",,,,"0.00","0.0","0.0","86","53",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-19",,,,"0.00","0.0","0.0","70","43",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-20",,,,"0.00","0.0","0.0","98","55","57",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-21",,,,"0.03","0.0","0.0","94","49","50",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-22",,,,"0.12","0.0","0.0","81","48","50",,"    1",,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-23",,,,"0.05","0.0","0.0","75","48","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-24",,,,"0.00","0.0","0.0","80","46","50",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-25",,,,"0.00","0.0","0.0","80","47",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-26",,,,"0.00","0.0","0.0","90","49",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-27",,,,"0.00","0.0","0.0","91","47","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-28",,,,"0.00","0.0","0.0","91","49","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-29",,,,"0.00","0.0","0.0","93","49","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-09-30",,,,"0.00","0.0","0.0","84","47","48",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-01",,,,"0.00","0.0","0.0","80","47","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-02",,,,"0.00","0.0","0.0","80","49",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-03",,,,"0.00","0.0","0.0","72","40",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-04",,,,"0.00","0.0","0.0","86","44","46",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-05",,,,"0.00","0.0","0.0","85","46","49",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-06",,,,"0.00","0.0","0.0","83","49","54",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-07",,,,"0.03","0.0","0.0","71","51","51",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-08",,,,"0.00","0.0","0.0","86","51","59",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-09",,,,"0.00","0.0","0.0","74","51",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-10",,,,"0.00","0.0","0.0","66","42",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-11",,,,"0.07","0.0","0.0","57","47",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-12",,,,"0.23","0.0","0.0","70","39","42",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-13",,,,"0.00","0.0","0.0","70","39","51",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-14",,,,"0.00","0.0","0.0","79","38","52",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-15",,,,"0.00","0.0","0.0","82","41",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-16",,,,"0.00","0.0","0.0","69","42",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-17",,,,"0.00","0.0","0.0","79","38","43",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-18",,,,"0.00","0.0","0.0","62","43",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-19",,,,"0.00","0.0","0.0","73","38",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-20",,,,"0.00","0.0","0.0","75","39","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-21",,,,"0.00","0.0","0.0","76","40","45",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-22",,,,"0.00","0.0","0.0","58","45",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-23",,,,"0.00","0.0","0.0","64","42",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-24",,,,,"0.0","0.0",,,,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-25",,"0.02",,,"0.0","0.0","63","36","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-26",,,,"0.02","0.0","0.0","63","36","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-27",,,,"0.00","0.0","0.0","51","28","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-28",,,,"0.00","0.0","0.0","53","23","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-29",,,,"0.00","0.0","0.0","67","24","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-30",,,,"0.00","0.0","0.0","83","32",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-10-31",,,,"0.00","0.0","0.0","77","39",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-01",,,,"0.00","0.0","0.0","65","41","41",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-02",,,,"0.00","0.0","0.0","63","31","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-03",,,,"0.00","0.0","0.0","71","34","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-04",,,,"0.00","0.0","0.0","64","30","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-05",,,,"0.00","0.0","0.0","63","28","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-06",,,,"0.00","0.0","0.0","77","30",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-07",,,,"0.00","0.0","0.0","82","40",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-08",,,,"0.00","0.0","0.0","69","34","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-09",,,,"0.00","0.0","0.0","78","34","40",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-10",,,,"0.25","0.0","0.0","54","22","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-11",,,,,,,"48","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-12",,"0.07",,,"0.0","0.0","35","21","23",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-13",,,,"0.00","0.0","0.0","49","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-14",,,,"0.00","0.0","0.0","45","25",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-15",,,,"0.00","0.0","0.0","44","24","29",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-16",,,,"0.02","0.0","0.0","47","26","29",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-17",,,,"0.11","0.0","0.0","61","26","26",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-18",,,,"0.00","0.0","0.0","45","26","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-19",,,,"0.00","0.0","0.0","65","30","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-20",,,,"0.00","0.0","0.0","62","31",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-21",,,,"0.00","0.0","0.0","44","28",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-22",,,,"0.00","0.0","0.0","55","22","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-23",,,,"0.00","0.0","0.0","46","15","18",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-24",,,,"0.00","0.0","0.0","55","18","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-25",,,,"0.00","0.0","0.0","38","9",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-26",,,,"0.00","0.0","0.0","46","12","17",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-27",,,,"0.00","0.0","0.0","54","17",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-28",,,,"0.00","0.0","0.0","58","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-29",,,,"0.00","0.2","0.0","54","22","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-11-30",,,,"0.00","0.0","0.0","36","11","13",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-01",,,,"0.00","0.0","0.0","46","13","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-02",,,,"0.00","0.0","0.0","60","27","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-03",,,,"0.00","0.0","0.0","60","31","35",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-04",,,,"0.00","0.0","0.0","70","32",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-05",,,,"0.00","0.0","0.0","45","26",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-06",,,,"0.00","0.0","0.0","39","19","21",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-07",,,,"0.00","0.0","0.0","53","21","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-08",,,,"0.00","0.0","0.0","52","20","20",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-09",,,,"0.00","0.0","0.0","58","20","28",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-10",,,,"0.00","0.0","0.0","58","27","31",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-11",,,,"0.00","0.0","0.0","60","31",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-12",,,,"0.00","0.0","0.0","45","15",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-13",,,,"0.00","0.0","0.0","57","18","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-14",,,,"0.00","0.0","0.0","64","31","35",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-15",,,,"0.00","0.0","0.0","71","33","33",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-16",,,,"0.01","0.0","0.0","57","22","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-17",,,,"0.00","0.2","0.0","43","19","19",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-18",,,,"0.00","0.0","0.0","30","19",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-19",,,,"0.00","0.0","0.0","39","13",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-20",,,,"0.00","0.0","0.0","63",,"47",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-21",,,,"0.00","0.0","0.0","63","23","24",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-22",,,,"0.00","0.0","0.0","40","19","19",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-23",,,,"0.00","0.0","0.0","46","18","18",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-24",,,,"0.00","0.0","0.0","50","18",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-25",,,,"0.00","0.0","0.0","49","27",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-26",,,,"0.00","0.0","0.0","55","16",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-27",,,,"0.00","0.0","0.0","50","18","24",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-28",,,,"0.00","0.0","0.0","51","24","24",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-29",,,,"0.00","0.0","0.0","51","24","28",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-30",,,,"0.00","0.0","0.0","51","27","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2010-12-31",,,,"0.03","0.8","1.0","36","5","10",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-01",,,,"0.00",,,"12","1",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-02",,,,"0.00",,,"26","6",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-03",,,,"0.00","0.0","2.0","44","17","20",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-04",,,,"0.00","0.0","1.0","35","13","18",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-05",,,,"0.00","0.0","1.0","48","7","23",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-06",,,,"0.00","0.0","1.0","48","22","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-07",,,,"0.00","0.0","0.0","50","25","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-08",,,,"0.00","0.0","0.0","47","27",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-09",,,,,,,"57","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-10","    2","0.49",,,"6.5","6.0","35","3","4",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-11",,,,"0.00","0.0","5.0","25","-2","0",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-12",,,,"0.00","0.0","4.0","27","-3","2",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-13",,,,"0.00","0.0","4.0","34","2","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-14",,,,"0.00","0.0","2.0","62","22","28",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-15",,,,"0.00","0.0",,"60","28",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-16",,,,"0.00","0.0",,"47","28",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-17",,,,"0.00","0.0",,"54","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-18",,,,"0.00","0.0","0.0","57","28","40",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-19",,,,"0.00","0.0","0.0","53","24","24",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-20",,,,"0.06","0.8","1.0","47","10","10",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-21",,,,"0.00","0.0","0.0","44","10","35",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-22",,,,"0.00","0.0","0.0","46","28",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-23",,,,"0.00","0.0","0.0","48","29",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-24",,,,"0.00","0.0","0.0","51","18","29",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-25",,,,"0.00","0.0","0.0","42","15","15",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-26",,,,"0.00","0.0","0.0","48","15","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-27",,,,"0.00","0.0","0.0","50","28","29",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-28",,,,"0.00","0.0","0.0","61","29","35",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-29",,,,"0.00","0.0","0.0","73","33",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-30",,,,"0.00","0.0","0.0","61","30",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-01-31",,,,"0.00","0.0","0.0","43","17","17",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-01",,,,"0.14","1.7","2.0","22","-13","-12",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-02",,,,"0.01","0.4","2.0","4","-14","-14",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-03",,,,"0.00","0.0","2.0","16","-14","-1",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-04",,,,"0.18","1.8","4.0","30","-1","12",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-05",,,,"0.00","0.0",,"42","12",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-06",,,,,,,"46","26",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-07","    2","0.36",,,"3.8","5.0","37","6","9",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-08",,,,"0.17","3.0","5.0","47","1","1",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-09",,,,"0.03","0.6","6.0","11","-10","-10",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-10",,,,"0.00","0.0","5.0","32","-10","7",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-11",,,,"0.00","0.0","5.0","45","7","12",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-12",,,,"0.00","0.0",,"53","12",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-13",,,,"0.00","0.0",,"59","21",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-14",,,,"0.00","0.0","1.0","71","30","33",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-15",,,,"0.00","0.0","0.0","59","33","46",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-16",,,,"0.00","0.0","0.0","71","31","44",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-17",,,,"0.00","0.0","0.0","68","37","43",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-18",,,,"0.00","0.0","0.0","54","23","24",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-19",,,,"0.00","0.0","0.0","60","23",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-20",,,,"0.05","0.0","0.0","62","30",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-21",,,,"0.00","0.0","0.0","48","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-22",,,,"0.00","0.0","0.0","49","18","22",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-23",,,,"0.00","0.0","0.0","56","22","24",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-24",,,,"0.00","0.0","0.0","54","20","20",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-25",,,,"0.00","0.1","0.0","44","17","18",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-26",,,,"0.00","0.0","0.0","25","17",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-27",,,,"0.00","0.0","0.0","61","20",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-02-28",,,,"0.00","0.0","0.0","48","25","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-01",,,,"0.00","0.0","0.0","68","25","27",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-02",,,,"0.00","0.0","0.0","66","27","28",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-03",,,,"0.00","0.0","0.0","62","28","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-04",,,,"0.01","0.0","0.0","65","35","36",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-05",,,,"0.00","0.0","0.0","47","27",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-06",,,,"0.00","0.0","0.0","52","22",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-07",,,,"0.00","0.0","0.0","54","23","23",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-08",,,,"0.02","0.0","0.0","26","21","21",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-09",,,,"0.00","0.0","0.0","37","21","26",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-10",,,,"0.00","0.0","0.0","57","26","33",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-11",,,,"0.00","0.0","0.0","74","33","55",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-12",,,,"0.00","0.0","0.0","72","40",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-13",,,,"0.05","0.0","0.0","55","34",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-14",,,,"0.00","0.0","0.0","57","30","30",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-15",,,,"0.00","0.0","0.0","69","30","39",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-16",,,,"0.00","0.0","0.0","62","39","43",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-17",,,,"0.00","0.0","0.0","77","43","44",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-18",,,,"0.08","0.5","0.0","64","32","32",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-19",,,,"0.00","0.0","0.0","62","32",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-20",,,,"0.00","0.0","0.0","75","34",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-21",,,,"0.00","0.0","0.0","72","35","41",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-22",,,,"0.00","0.0","0.0","78","38","44",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-23",,,,"0.00","0.0","0.0","55","40","41",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-24",,,,"0.00","0.0","0.0","63","29","29",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-25",,,,"0.00","0.0","0.0","53","28","29",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-26",,,,"0.00","0.0","0.0","57","29",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-27",,,,"0.00","0.0","0.0","55","29",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-28",,,,"0.07","0.0","0.0","59","34",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-29",,,,"0.03","0.0","0.0","53","32","34",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-30",,,,"0.00","0.0","0.0","55","34","38",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-03-31",,,,"0.00","0.0","0.0","59","38","53",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-01",,,,"0.00","0.0","0.0","70","53","56",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-02",,,,"0.00","0.0","0.0","73","52",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-03",,,,"0.00","0.0","0.0","85","41",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-04",,,,"0.28","0.2","0.0","69","25","25",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-05",,,,"0.00","0.0","0.0","55","25","48",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-06",,,,"0.00","0.0","0.0","79","42","42",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-07",,,,"0.00","0.0","0.0","50","38","39",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-08",,,,"0.00","0.0","0.0","64","37","38","    1",,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-09",,,,"0.00","0.0","0.0","78","38",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-10",,,,"0.00","0.0","0.0","75","38",,,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-11",,,,"0.15","0.0","0.0","54","34","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-12",,,,"0.00","0.0","0.0","69","28","40",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-13",,,,"0.00","0.0","0.0","67","35","37",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-14",,,,"0.17","0.0","0.0","55","32","33",,,,,,
"USC00052223","DENVER WATER DEPARTMENT, CO US","2011-04-15",,,,"0.01","0.0","0.0","53","33","38",,,,,,
