"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-22","10.51",,,"0.01",,"0.0","1.2","36","47","27",,"  210","  220",,"21.0","23.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-23","10.51",,,"0.00",,"0.0","1.2","30","37","21",,"  320","  320",,"28.0","32.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-24","11.86",,,"0.00",,"0.0","1.2","26","35","15",,"  250","  250",,"25.9","34.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-25","8.28",,,"0.12",,"2.3","1.2","22","26","15",,"  340","  340",,"23.0","27.1","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-26","10.07",,,"0.00",,"0.0","2.0","17","19","3",,"  360","  360",,"25.9","32.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-27","10.51",,,"0.00",,"0.0","1.2","14","26","3",,"  120","  110",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-28","4.70",,,"0.00",,"0.0","1.2","12","26","0",,"   40","   40",,"12.1","14.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-29","5.82",,,"0.00",,"0.0","1.2","13","20","5",,"  180","   40",,"8.9","11.0","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-30","5.37",,,"0.00",,"0.0","1.2","13","26","2",,"  170","  160",,"13.0","14.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2015-12-31","7.16",,,"0.00",,"0.0","1.2","15","24","4",,"  160","  160",,"14.1","14.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-01","8.95",,,"0.00",,"0.0","0.0","15","35","6",,"  220","  220",,"19.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-02","10.07",,,"0.00",,"0.0","0.0","25","41","16",,"  220","  220",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-03","6.93",,,"0.00",,"0.0","0.0","29","46","15",,"  220","   70",,"14.1","29.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-04","5.82",,,"0.00",,"0.0","0.0","29","45","18",,"  180","  250",,"10.1","12.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-05","6.71",,,"0.00",,"0.0","0.0","33","45","23",,"  230","  220",,"13.0","14.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-06","7.83",,,"0.00",,"0.0","0.0","33","46","19",,"  170","  170",,"16.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-07","5.14",,,"0.15",,"1.2","0.0","31","35","28",,"  240","  240",,"12.1","12.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-08","5.59",,,"0.23",,"2.3","2.0","26","29","18",,"   40","   40",,"16.1","19.0","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-09","4.25",,,"0.00",,"0.0","2.0","21","28","6",,"  170","  160",,"14.1","15.0","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-10","7.61",,,"0.00",,"0.0","2.0","15","32","5",,"  210","  210",,"21.0","21.9","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-11","8.50",,,"0.00",,"0.0","2.0","23","40","12",,"  220","  210",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-12","8.72",,,"0.00",,"0.0","2.0","29","45","19",,"  210","  220",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-13","12.30",,,"0.00",,"0.0","2.0","33","51","22",,"  210","  190",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-14","14.54",,,"0.00",,"0.0","0.0","39","44","28",,"  270","  270",,"32.0","38.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-15","10.07",,,"0.01",,"0.0","0.0","31","33","19",,"  120","  110",,"19.9","23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-16","6.93",,,"0.00",,"0.0","0.0","23","37","11",,"  300","  250",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-17","6.04",,,"0.00",,"0.0","0.0","24","38","12",,"  160","  290",,"14.1","16.1","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-18","6.71",,,"0.00",,"0.0","0.0","33","51","22",,"  200","  200",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-19","8.95",,,"0.01",,"0.1","0.0","38","40","26",,"   20","   20",,"28.0","33.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-20","9.62",,,"0.00",,"0.0","0.0","36","49","25",,"  340","  340",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-21","7.61",,,"0.00",,"0.0","0.0","34","40","21",,"  330","  340",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-22","9.62",,,"0.00",,"0.0","0.0","33","52","21",,"  210","  200",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-23","7.16",,,"0.00",,"0.0","0.0","42","57","32",,"  270","  270",,"15.0","16.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-24","9.40",,,"0.00",,"0.0","0.0","36","45","28",,"   50","   40",,"21.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-25","10.74",,,"0.00",,"0.0","0.0","34","37","18",,"   20","   10",,"23.0","30.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-26","10.51",,,"0.00",,"0.0","0.0","27","42","18",,"  210","  210",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-27","8.50",,,"0.00",,"0.0","0.0","34","52","24",,"  190","  220",,"15.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-28","10.51",,,"0.00",,"0.0","0.0","39","58","27",,"  200","  200",,"17.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-29","11.41",,,"0.00",,"0.0","0.0","45","55","35",,"  280","  290",,"30.0","36.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-30","9.17",,,"0.10",,"0.8","0.0","43","65","28",,"   60","   50",,"28.0","31.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-01-31","8.05",,,"0.00",,"0.2","0.0","30","34","22",,"  140","  150",,"17.0","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-01","13.20",,,"0.33",,"6.9","0.0","27","30","22",,"   70","   70",,"25.1","30.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-02","14.54",,,"0.15",,"4.7","9.1","22","22","9",,"  350","  350",,"23.9","28.0","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-03","9.62",,,"0.00",,"0.0","7.1","16","28","1",,"  220","  220",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-04","10.07",,,"0.00",,"0.0","5.9","16","34","6",,"  190","  210",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-05","8.50",,,"0.00",,"0.0","5.1","25","37","11",,"  210","  210",,"16.1","18.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-06","14.32",,,"0.00",,"0.0","5.1","28","48","17",,"  260","  260",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-07","13.42",,,"0.00",,"0.0","2.0","35","43","14",,"  270","  270",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-08","8.72",,,"0.00",,"0.0","1.2","25","42","15",,"  170","  160",,"17.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-09","9.17",,,"0.00",,"0.0","1.2","36","55","23",,"  200","  210",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-10","12.75",,,"0.00",,"0.0","1.2","47","66","34",,"  280","  270",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-11","12.30",,,"0.00",,"0.0","0.0","47","64","29",,"  280","  290",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-12","7.38",,,"0.00",,"0.0","0.0","40","52","27",,"  150","  150",,"16.1","19.9","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-13","7.83",,,"0.00",,"0.0","0.0","37","63","27",,"  270","  280",,"25.1","32.0","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-14","9.84",,,"0.00",,"0.0","0.0","42","52","27",,"   30","   20",,"28.0","35.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-15","15.21",,,"0.00",,"0.0","0.0","42","59","25",,"  280","  270",,"36.0","45.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-16","8.50",,,"0.00",,"0.0","0.0","44","59","28",,"  300","  300",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-17","8.50",,,"0.00",,"0.0","0.0","47","68","28",,"  160","  160",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-18","19.01",,,"0.00",,"0.0","0.0","55","73","39",,"  220","  230",,"42.9","53.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-19","12.30",,,"0.00",,"0.0","0.0","50","64","33",,"  280","  280",,"38.0","45.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-20","12.53",,,"0.00",,"0.0","0.0","46","62","27",,"  120","  110",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-21","10.96",,,"0.00",,"0.0","0.0","36","46","23",,"   50","   60",,"21.0","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-22","7.38",,,"0.00",,"0.0","0.0","36","51","28",,"   10","   10",,"23.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-23","12.30",,,"0.00",,"0.0","0.0","35","43","27",,"  340","   10",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-24","12.08",,,"0.00",,"0.0","0.0","35","50","22",,"   60","   50",,"23.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-25","7.38",,,"0.00",,"0.0","0.0","31","48","17",,"  220","  210",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-26","8.72",,,"0.00",,"0.0","0.0","41","61","28",,"  200","  200",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-27","14.54",,,"0.00",,"0.0","0.0","50","72","30",,"  270","  280",,"31.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-28","13.20",,,"0.00",,"0.0","0.0","52","60","36",,"  290","  290",,"31.1","38.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-02-29","13.87",,,"0.00",,"0.0","0.0","49","63","27",,"  300","  300",,"36.9","45.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-01","8.95",,,"0.00",,"0.0","0.0","40","58","27",,"  210","  210",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-02","19.69",,,"0.00",,"0.0","0.0","49","61","30",,"  280","  290",,"44.1","53.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-03","10.07",,,"0.00",,"0.0","0.0","44","64","22",,"   50","   50",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-04","11.63",,,"0.00",,"0.0","0.0","49","58","33",,"   60","   50",,"21.9","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-05","13.20",,,"0.00",,"0.0","0.0","48","67","36",,"  200","  200",,"28.0","33.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-06","10.07",,,"0.00",,"0.0","0.0","53","69","36",,"  310","  310",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-07","12.08",,,"0.01",,"0.0","0.0","46","55","29",,"  260","  260",,"31.1","38.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-08","5.82",,,"0.00",,"0.0","0.0","37","51","26",,"  350","  360",,"14.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-09","8.05",,,"0.00",,"0.0","0.0","41","57","22",,"  330","  320",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-10","8.95",,,"0.00",,"0.0","0.0","45","67","25",,"  210","  200",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-11","11.63",,,"0.00",,"0.0","0.0","52","74","36",,"  150","  150",,"25.9","36.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-12","11.41",,,"0.00",,"0.0","0.0","53","66","35",,"  310","  320",,"28.0","36.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-13","8.28",,,"0.00",,"0.0","0.0","55","63","38",,"  300","  310",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-14","15.88",,,"0.00",,"0.0","0.0","51","65","36",,"  300","  280",,"38.9","49.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-15","16.55",,,"0.00",,"0.0","0.0","41","47","32",,"  310","  280",,"35.1","46.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-16","15.43",,,"0.00",,"0.0","0.0","38","48","31",,"  260","  290",,"35.1","40.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-17","10.29",,,"0.21",,"3.8","0.0","33","36","24",,"   40","   30",,"17.0","21.0","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-18","8.05",,,"0.07",,"0.9","3.9","26","30","21",,"   50","   50",,"23.0","25.9","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-19","6.93",,,"0.00",,"0.0","1.2","26","37","20",,"  320","  320",,"13.0","17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-20","10.74",,,"0.00",,"0.0","0.0","33","58","19",,"  200","  200",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-21","10.74",,,"0.00",,"0.0","0.0","52","73","41",,"  250","  260",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-22","13.42",,,"0.00",,"0.0","0.0","57","73","39",,"  360","   10",,"33.1","42.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-23","22.82",,,"0.77",,"13.1","0.0","38","42","13",,"  340","  340",,"53.0","59.1","    1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-24","11.63",,,"0.00",,"0.0","9.8","27","40","10",,"  180","  180",,"18.1","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-25","8.72",,,"0.01",,"0.0","3.1","36","43","27",,"  290","  290",,"21.0","29.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-26","9.17",,,"0.02",,"0.6","3.1","30","34","23",,"   20","   20",,"19.9","23.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-27","14.09",,,"0.00",,"0.0","2.0","33","50","23",,"  200","  210",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-28","10.96",,,"0.00",,"0.0","1.2","44","65","29",,"  150","  140",,"25.1","30.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-29","11.86",,,"0.04",,"0.0","0.0","48","61","36",,"  340","  340",,"25.9","32.0","    1",,"    1",,"    1",,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-30","13.20",,,"0.04",,"0.0","0.0","40","47","29",,"  340","  340",,"35.1","40.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-03-31","13.87",,,"0.01",,"0.0","0.0","34","44","28",,"   20","   20",,"23.9","29.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-01","9.40",,,"0.00",,"0.0","0.0","35","51","25",,"  340","  350",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-02","8.72",,,"0.00",,"0.0","0.0","45","63","32",,"  230","  230",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-03","8.28",,,"0.00",,"0.0","0.0","52","69","34",,"  160","   10",,"14.1","16.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-04","7.61",,,"0.00",,"0.0","0.0","55","72","38",,"  200","  210",,"17.0","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-05","15.21",,,"0.00",,"0.0","0.0","55","67","38",,"  300","  300",,"42.9","53.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-06","14.09",,,"0.00",,"0.0","0.0","50","71","30",,"  270","  270",,"28.0","34.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-07","8.72",,,"0.00",,"0.0","0.0","54","65","36",,"   70","  290",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-08","8.95",,,"0.00",,"0.0","0.0","50","66","34",,"  190","  190",,"15.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-09","8.50",,,"0.00",,"0.0","0.0","53","72","39",,"  210","  210",,"32.0","40.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-10","10.07",,,"0.13",,"0.0","0.0","56","68","38",,"   40","   40",,"25.9","30.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-11","5.82",,,"0.00",,"0.0","0.0","45","60","38",,"  200","  200",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-12","8.72",,,"0.01",,"0.0","0.0","52","71","36",,"  360","  350",,"35.1","45.0",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-13","9.62",,,"0.00",,"0.0","0.0","56","72","41",,"  200","  200",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-14","12.30",,,"0.00",,"0.0","0.0","60","77","47",,"  210","  220",,"30.0","50.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-15","13.65",,,"0.14",,"0.0","0.0","52","54","34",,"  340","  340",,"32.0","38.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-16","19.24",,,"1.19",,"11.8","1.2","35","34","31",,"  340","  360",,"33.1","40.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-17","13.42",,,"0.06",,"0.3","7.9","32","36","30",,"  340","  330",,"29.1","34.0","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-18","8.05",,,"0.00",,"0.0","5.1","34","39","29",,"  200","  200",,"17.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-19","8.05",,,"0.11",,"0.0","2.0","36","44","31",,"  200","  200",,"19.9","21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-20","6.49",,,"0.00",,"0.0","0.0","41","55","32",,"  190","  180",,"13.0","17.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-21","7.16",,,"0.00",,"0.0","0.0","49","64","37",,"   40","   40",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-22","9.84",,,"0.00",,"0.0","0.0","56","77","39",,"  200","  200",,"21.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-23","21.03",,,"0.00",,"0.0","0.0","63","77","49",,"  200","  190",,"35.1","42.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-24","13.20",,,"0.00",,"0.0","0.0","57","67","39",,"  260","  250",,"31.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-25","16.55",,,"0.02",,"0.0","0.0","55","72","38",,"  170","  180",,"36.0","44.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-26","12.30",,,"0.00",,"0.0","0.0","49","53","33",,"  310","  310",,"25.1","31.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-27","9.40",,,"0.00",,"0.0","0.0","40","54","27",,"   40","   50",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-28","10.51",,,"0.02",,"0.0","0.0","38","40","35",,"  110","  110",,"16.1","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-29","6.26",,,"0.73",,"2.0","0.0","35","36","31",,"  120","  130",,"14.1","16.1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-04-30","15.88",,,"0.15",,"1.5","2.0","33","35","31",,"  340","  340",,"25.1","31.1","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2016-05-01","9.40",,,"0.05",,"0.0","0.0","35","42","32",,"  340","  340",,"21.9","25.1","    1",,,,,,,,,,,,,,,,,,,
